,Site_Name,Hrs_On,Oil_(BBL),Gas_(MCF),Water_(BBL),Tubing_(PSI),Casing_(PSI,Remarks,Date
10,STINGRAY 2H,24:00:00,33.42,24.0,17.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-14
11,THORNY DEVIL 1H,24:00:00,55.53,148.8,31.66,200.0,100.0,,2020-09-14
12,THORNY DEVIL 2H,24:00:00,45.67,133.94,26.67,200.0,100.0,,2020-09-14
13,THORNY DEVIL 3H,24:00:00,19.08,31.69,3.75,180.0,90.0,,2020-09-14
14,WOMBAT 2H,24:00:00,16.7,21.0,20.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-14
0,CROC 1H,24:00:00,14.97,10.82,1.67,200.0,70.0,"12on/12off, 6.5spm",2020-09-13
1,GALAH 3H,24:00:00,22.55,120.4,5.0,200.0,90.0,,2020-09-13
2,GOANNA 1H,24:00:00,23.94,56.66,23.34,123.0,90.0,,2020-09-13
3,GREAT WHITE 1H,24:00:00,46.67,77.88,36.68,125.0,90.0,,2020-09-13
4,GREAT WHITE 2H,24:00:00,51.67,81.83,25.0,125.0,90.0,,2020-09-13
5,JAVELINA 1H,24:00:00,19.11,18.22,7.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-13
6,MANTA 1H,24:00:00,33.48,4.0,19.53,200.0,80.0,,2020-09-13
7,REEF 3H,24:00:00,29.94,42.7,15.0,200.0,70.0,6.5spm,2020-09-13
8,RIDGEBACK 1H,24:00:00,16.71,10.96,3.0,120.0,90.0,7.1spm,2020-09-13
9,SEA WASP 2H,24:00:00,8.78,41.59,6.67,100.0,80.0,,2020-09-13
10,STINGRAY 2H,24:00:00,21.72,12.0,7.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-13
11,THORNY DEVIL 1H,24:00:00,59.85,145.57,32.5,200.0,100.0,,2020-09-13
12,THORNY DEVIL 2H,24:00:00,47.33,134.03,25.0,200.0,100.0,,2020-09-13
13,THORNY DEVIL 3H,24:00:00,12.95,17.09,7.92,180.0,90.0,,2020-09-13
14,WOMBAT 2H,24:00:00,10.02,15.97,10.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-13
0,CROC 1H,24:00:00,8.31,10.82,6.66,200.0,70.0,"12on/12off, 6.5spm",2020-09-12
1,GALAH 3H,24:00:00,36.77,125.7,13.33,200.0,90.0,,2020-09-12
2,GOANNA 1H,24:00:00,30.53,51.72,22.08,110.0,90.0,,2020-09-12
3,GREAT WHITE 1H,24:00:00,68.34,67.0,26.66,125.0,90.0,,2020-09-12
4,GREAT WHITE 2H,24:00:00,50.0,67.0,22.0,125.0,90.0,,2020-09-12
5,JAVELINA 1H,24:00:00,21.68,18.0,10.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-12
6,MANTA 1H,12:00,13.94,47.63,6.27,200.0,80.0,Load input phase fault,2020-09-12
7,REEF 3H,24:00:00,23.39,41.74,10.01,200.0,70.0,6.5spm,2020-09-12
8,RIDGEBACK 1H,24:00:00,16.71,11.0,3.0,120.0,90.0,7.1spm,2020-09-12
9,SEA WASP 2H,24:00:00,15.46,49.18,5.0,100.0,80.0,,2020-09-12
10,STINGRAY 2H,24:00:00,20.05,6.0,5.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-12
11,THORNY DEVIL 1H,24:00:00,61.51,140.97,31.67,200.0,100.0,,2020-09-12
12,THORNY DEVIL 2H,24:00:00,41.75,135.8,24.17,200.0,100.0,,2020-09-12
13,THORNY DEVIL 3H,24:00:00,25.49,30.93,4.16,180.0,90.0,,2020-09-12
14,WOMBAT 2H,24:00:00,13.36,16.0,17.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-12
0,CROC 1H,24:00:00,14.97,25.15,16.67,200.0,70.0,"12on/12off, 6.5spm",2020-09-11
1,GALAH 3H,24:00:00,35.5,124.0,2.5,200.0,90.0,,2020-09-11
2,GOANNA 1H,24:00:00,24.24,52.27,20.83,110.0,90.0,,2020-09-11
3,GREAT WHITE 1H,24:00:00,55.0,78.0,28.33,125.0,90.0,,2020-09-11
4,GREAT WHITE 2H,24:00:00,50.0,82.0,25.0,125.0,90.0,,2020-09-11
5,JAVELINA 1H,24:00:00,21.68,18.0,7.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-11
6,MANTA 1H,24:00:00,33.48,52.97,27.9,200.0,80.0,,2020-09-11
7,REEF 3H,24:00:00,29.96,43.02,16.66,200.0,70.0,6.5spm,2020-09-11
8,RIDGEBACK 1H,24:00:00,16.71,10.0,7.0,120.0,90.0,7.1spm,2020-09-11
9,SEA WASP 2H,24:00:00,17.56,49.52,0.83,100.0,80.0,Chem treated,2020-09-11
10,STINGRAY 2H,24:00:00,20.61,20.0,10.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-11
11,THORNY DEVIL 1H,24:00:00,55.69,119.94,31.67,200.0,100.0,Chem treated,2020-09-11
12,THORNY DEVIL 2H,24:00:00,46.5,140.52,25.83,200.0,100.0,Chem treated,2020-09-11
13,THORNY DEVIL 3H,24:00:00,11.93,24.64,1.67,180.0,90.0,Chem treated,2020-09-11
14,WOMBAT 2H,24:00:00,18.44,21.0,15.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-11
0,CROC 1H,24:00:00,14.97,8.67,0.0,200.0,70.0,"12on/12off, 6.5spm",2020-09-10
1,GALAH 3H,24:00:00,36.77,130.33,12.92,200.0,90.0,,2020-09-10
2,GOANNA 1H,24:00:00,20.08,42.9,11.67,110.0,90.0,"DOA, position fault - reset, bol",2020-09-10
3,GREAT WHITE 1H,24:00:00,50.0,80.41,13.34,125.0,90.0,,2020-09-10
4,GREAT WHITE 2H,24:00:00,48.33,67.25,30.0,125.0,90.0,,2020-09-10
5,JAVELINA 1H,24:00:00,20.02,18.0,7.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-10
6,MANTA 1H,24:00:00,29.32,49.81,23.72,200.0,80.0,,2020-09-10
7,REEF 3H,24:00:00,31.2,35.64,6.25,200.0,70.0,6.5spm,2020-09-10
8,RIDGEBACK 1H,24:00:00,15.03,10.0,3.0,120.0,90.0,7.1spm,2020-09-10
9,SEA WASP 2H,24:00:00,-177.13,54.31,7.09,100.0,80.0,,2020-09-10
10,STINGRAY 2H,24:00:00,20.05,12.96,15.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-10
11,THORNY DEVIL 1H,24:00:00,40.74,98.08,22.5,200.0,100.0,,2020-09-10
12,THORNY DEVIL 2H,24:00:00,52.31,144.8,28.33,200.0,100.0,,2020-09-10
13,THORNY DEVIL 3H,24:00:00,28.41,31.15,12.91,180.0,90.0,,2020-09-10
14,WOMBAT 2H,24:00:00,12.76,20.62,17.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-10
0,CROC 1H,24:00:00,9.98,11.86,3.33,200.0,70.0,"12on/12off, 6.5spm",2020-09-09
1,GALAH 3H,24:00:00,35.5,130.73,12.92,200.0,90.0,,2020-09-09
2,GOANNA 1H,24:00:00,24.68,50.11,16.66,115.0,90.0,,2020-09-09
3,GREAT WHITE 1H,24:00:00,56.66,61.0,21.33,125.0,90.0,,2020-09-09
4,GREAT WHITE 2H,24:00:00,69.95,86.0,22.0,125.0,90.0,,2020-09-09
5,JAVELINA 1H,24:00:00,21.67,18.0,10.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-09
6,MANTA 1H,24:00:00,34.86,52.68,27.2,200.0,80.0,,2020-09-09
7,REEF 3H,24:00:00,37.01,46.33,11.25,200.0,70.0,6.5spm,2020-09-09
8,RIDGEBACK 1H,24:00:00,18.41,11.0,5.0,120.0,90.0,7.1spm,2020-09-09
9,SEA WASP 2H,24:00:00,12.52,43.09,4.58,100.0,80.0,,2020-09-09
10,STINGRAY 2H,24:00:00,20.05,4.0,2.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-09
11,THORNY DEVIL 1H,24:00:00,47.38,97.9,22.5,200.0,100.0,,2020-09-09
12,THORNY DEVIL 2H,24:00:00,53.97,102.12,25.0,200.0,100.0,,2020-09-09
13,THORNY DEVIL 3H,24:00:00,15.47,29.39,1.67,180.0,90.0,,2020-09-09
14,WOMBAT 2H,24:00:00,11.69,21.0,12.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-09
0,CROC 1H,24:00:00,11.64,11.86,16.66,200.0,70.0,"12on/12off, 6.5spm",2020-09-08
1,GALAH 3H,24:00:00,37.18,130.73,12.08,200.0,90.0,,2020-09-08
2,GOANNA 1H,24:00:00,28.85,50.11,29.59,110.0,90.0,,2020-09-08
3,GREAT WHITE 1H,24:00:00,61.54,66.0,28.66,125.0,90.0,,2020-09-08
4,GREAT WHITE 2H,24:00:00,28.22,77.0,23.0,125.0,90.0,,2020-09-08
5,JAVELINA 1H,24:00:00,25.01,19.0,8.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-08
6,MANTA 1H,24:00:00,33.48,52.68,28.17,200.0,80.0,,2020-09-08
7,REEF 3H,24:00:00,36.18,46.33,15.0,200.0,70.0,6.5spm,2020-09-08
8,RIDGEBACK 1H,24:00:00,18.48,45.0,2.0,120.0,90.0,7.1spm,2020-09-08
9,SEA WASP 2H,24:00:00,12.53,43.09,2.08,100.0,80.0,,2020-09-08
10,STINGRAY 2H,24:00:00,30.07,29.0,15.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-08
11,THORNY DEVIL 1H,24:00:00,46.55,97.9,22.5,200.0,100.0,,2020-09-08
12,THORNY DEVIL 2H,4:00,12.46,102.12,12.5,100.0,100.0,unit down on min load,2020-09-08
13,THORNY DEVIL 3H,24:00:00,19.23,29.39,3.33,180.0,90.0,switched to H20 tank,2020-09-08
14,WOMBAT 2H,24:00:00,13.36,21.0,22.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-08
0,CROC 1H,24:00:00,14.99,24.09,1.67,200.0,70.0,"12on/12off, 6.5spm",2020-09-07
1,GALAH 3H,24:00:00,26.31,130.41,12.92,200.0,90.0,,2020-09-07
2,GOANNA 1H,24:00:00,27.6,53.74,28.75,110.0,90.0,,2020-09-07
3,GREAT WHITE 1H,24:00:00,65.0,68.51,29.01,125.0,90.0,,2020-09-07
4,GREAT WHITE 2H,24:00:00,53.34,72.12,21.0,125.0,90.0,,2020-09-07
5,JAVELINA 1H,24:00:00,21.68,18.6,10.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-07
6,MANTA 1H,24:00:00,34.86,56.4,30.69,200.0,80.0,,2020-09-07
7,REEF 3H,24:00:00,34.51,41.75,13.34,200.0,70.0,6.5spm,2020-09-07
8,RIDGEBACK 1H,24:00:00,12.93,11.05,5.0,120.0,90.0,7.1spm,2020-09-07
9,SEA WASP 2H,24:00:00,12.11,50.5,9.59,100.0,80.0,,2020-09-07
10,STINGRAY 2H,24:00:00,25.07,4.0,2.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-07
11,THORNY DEVIL 1H,24:00:00,47.38,97.29,22.5,200.0,100.0,,2020-09-07
12,THORNY DEVIL 2H,24:00:00,41.88,134.22,22.5,200.0,100.0,,2020-09-07
13,THORNY DEVIL 3H,24:00:00,16.72,24.42,3.34,180.0,90.0,Hole in water tank Gunbarreling,2020-09-07
14,WOMBAT 2H,24:00:00,15.03,18.0,10.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-07
0,CROC 1H,24:00:00,16.7,10.67,11.67,200.0,70.0,"12on/12off, 6.5spm",2020-09-06
1,GALAH 3H,24:00:00,36.34,131.18,13.75,200.0,90.0,,2020-09-06
2,GOANNA 1H,24:00:00,24.67,56.59,23.33,66.0,90.0,,2020-09-06
3,GREAT WHITE 1H,24:00:00,70.0,69.0,25.83,125.0,90.0,,2020-09-06
4,GREAT WHITE 2H,24:00:00,30.0,76.0,50.0,125.0,90.0,,2020-09-06
5,JAVELINA 1H,24:00:00,21.67,18.0,7.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-06
6,MANTA 1H,24:00:00,34.87,55.43,28.59,200.0,80.0,,2020-09-06
7,REEF 3H,24:00:00,35.35,43.4,10.41,200.0,70.0,6.5spm,2020-09-06
8,RIDGEBACK 1H,24:00:00,16.71,11.0,8.0,120.0,90.0,7.1spm,2020-09-06
9,SEA WASP 2H,24:00:00,17.55,49.06,2.08,100.0,80.0,,2020-09-06
10,STINGRAY 2H,24:00:00,28.4,27.0,13.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-06
11,THORNY DEVIL 1H,24:00:00,46.55,99.19,30.0,200.0,100.0,,2020-09-06
12,THORNY DEVIL 2H,24:00:00,44.01,137.74,21.67,200.0,100.0,,2020-09-06
13,THORNY DEVIL 3H,24:00:00,22.99,30.62,8.33,180.0,80.0,Hole in water tank Gunbarreling,2020-09-06
14,WOMBAT 2H,24:00:00,13.36,15.0,10.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-06
0,CROC 1H,24:00:00,8.7,9.05,0.83,200.0,70.0,"12on/12off, 6.5spm",2020-09-05
1,GALAH 3H,24:00:00,37.18,131.47,12.5,200.0,90.0,,2020-09-05
2,GOANNA 1H,24:00:00,22.56,50.38,20.84,100.0,90.0,,2020-09-05
3,GREAT WHITE 1H,24:00:00,71.67,68.0,30.83,125.0,90.0,,2020-09-05
4,GREAT WHITE 2H,24:00:00,58.33,84.0,20.0,125.0,90.0,Wtr leg plugged. BOL.,2020-09-05
5,JAVELINA 1H,24:00:00,21.67,18.0,12.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-05
6,MANTA 1H,24:00:00,35.58,55.47,30.0,200.0,80.0,,2020-09-05
7,REEF 3H,24:00:00,27.77,42.11,13.34,200.0,70.0,6.5spm,2020-09-05
8,RIDGEBACK 1H,24:00:00,20.06,10.0,0.0,120.0,90.0,7.1spm,2020-09-05
9,SEA WASP 2H,24:00:00,15.87,52.49,6.67,100.0,80.0,,2020-09-05
10,STINGRAY 2H,24:00:00,20.06,11.0,5.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-05
11,THORNY DEVIL 1H,24:00:00,49.11,100.93,22.5,200.0,100.0,,2020-09-05
12,THORNY DEVIL 2H,24:00:00,44.01,138.78,23.33,200.0,100.0,,2020-09-05
13,THORNY DEVIL 3H,24:00:00,11.29,26.92,6.67,180.0,90.0,Hole in water tank Gunbarreling,2020-09-05
14,WOMBAT 2H,24:00:00,26.72,4.0,15.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-05
0,CROC 1H,24:00:00,18.3,12.46,4.17,200.0,70.0,"12on/12off, 6.5spm",2020-09-04
1,GALAH 3H,24:00:00,37.59,131.83,10.0,200.0,90.0,,2020-09-04
2,GOANNA 1H,24:00:00,25.1,58.65,18.74,79.0,90.0,,2020-09-04
3,GREAT WHITE 1H,24:00:00,80.0,64.72,15.0,124.0,90.0,,2020-09-04
4,GREAT WHITE 2H,24:00:00,80.0,81.7,11.0,125.0,90.0,,2020-09-04
5,JAVELINA 1H,24:00:00,21.68,17.89,7.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-04
6,MANTA 1H,24:00:00,32.52,55.11,33.51,200.0,80.0,,2020-09-04
7,REEF 3H,24:00:00,32.85,35.63,8.74,200.0,70.0,6.5spm,2020-09-04
8,RIDGEBACK 1H,24:00:00,21.72,10.05,2.0,120.0,90.0,7.1spm,2020-09-04
9,SEA WASP 2H,24:00:00,14.62,52.52,5.83,100.0,80.0,Chem treated,2020-09-04
10,STINGRAY 2H,4:00,1.67,4.0,2.0,200.0,250.0,"12hrs on/12hrs off, 6.6spm, Chem treated, DT due to treater truck driver leaving casing shut, informed Chem company",2020-09-04
11,THORNY DEVIL 1H,24:00:00,46.55,99.66,24.16,200.0,100.0,Chem treated,2020-09-04
12,THORNY DEVIL 2H,24:00:00,44.83,138.22,30.84,200.0,100.0,Chem treated,2020-09-04
13,THORNY DEVIL 3H,24:00:00,6.31,31.51,13.33,180.0,90.0,Hole in water tank Gunbarreling Chem treated,2020-09-04
14,WOMBAT 2H,24:00:00,3.34,38.93,30.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm, recovering hot oil",2020-09-04
0,CROC 1H,24:00:00,23.28,24.81,16.66,200.0,70.0,"12on/12off, 6.5spm, AFT- 128 BFT- 105",2020-09-03
1,GALAH 3H,24:00:00,35.93,131.48,13.33,200.0,90.0,Top 101 Bottom 88,2020-09-03
2,GOANNA 1H,24:00:00,26.76,47.95,20.0,72.0,1129.0,,2020-09-03
3,GREAT WHITE 1H,24:00:00,76.67,70.3,21.67,125.0,90.0,AFT- 137 BFT- 119,2020-09-03
4,GREAT WHITE 2H,24:00:00,78.33,80.37,11.0,125.0,90.0,AFT- 127 BFT-121,2020-09-03
5,JAVELINA 1H,24:00:00,23.4,19.0,5.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm, Temp A-126 B-104",2020-09-03
6,MANTA 1H,24:00:00,33.46,55.11,30.69,200.0,80.0,"AFT- 127, BFT- 111/ Chem Treated",2020-09-03
7,REEF 3H,24:00:00,36.59,46.11,10.0,200.0,70.0,"6.5spm, AFT- 128 BFT- 104",2020-09-03
8,RIDGEBACK 1H,24:00:00,11.69,12.0,10.0,120.0,90.0,7.1spm,2020-09-03
9,SEA WASP 2H,24:00:00,10.86,54.0,12.5,100.0,80.0,,2020-09-03
10,STINGRAY 2H,24:00:00,20.05,8.19,3.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm. AFT- 122 BFT-112",2020-09-03
11,THORNY DEVIL 1H,24:00:00,49.04,99.37,23.34,200.0,100.0,,2020-09-03
12,THORNY DEVIL 2H,24:00:00,45.67,138.25,25.83,200.0,100.0,,2020-09-03
13,THORNY DEVIL 3H,24:00:00,15.97,24.93,7.92,200.0,90.0,Hole in water tank Gunbarreling,2020-09-03
14,WOMBAT 2H,24:00:00,18.37,4.57,47.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm, AFT- 123 BFT- 118, 20/50 Hot Oil/ Chem treated",2020-09-03
0,CROC 1H,24:00:00,13.31,9.57,1.67,200.0,70.0,"12on/12off, 6.5spm",2020-09-02
1,GALAH 3H,24:00:00,38.92,132.57,9.16,180.0,90.0,,2020-09-02
2,GOANNA 1H,24:00:00,31.78,59.8,23.34,100.0,90.0,,2020-09-02
3,GREAT WHITE 1H,24:00:00,54.12,83.0,88.33,125.0,90.0,Chem Treated(9/2),2020-09-02
4,GREAT WHITE 2H,24:00:00,48.33,62.0,33.0,125.0,90.0,Chem Treated(9/2),2020-09-02
5,JAVELINA 1H,24:00:00,18.41,21.0,13.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-09-02
6,MANTA 1H,24:00:00,36.26,59.08,32.09,200.0,80.0,,2020-09-02
7,REEF 3H,24:00:00,31.61,42.04,16.67,200.0,70.0,6.5spm,2020-09-02
8,RIDGEBACK 1H,24:00:00,18.39,12.0,7.0,120.0,90.0,7.1spm,2020-09-02
9,SEA WASP 2H,24:00:00,21.31,53.06,1.67,100.0,80.0,,2020-09-02
10,STINGRAY 2H,24:00:00,38.48,32.0,10.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-02
11,THORNY DEVIL 1H,24:00:00,47.38,98.69,22.5,180.0,90.0,,2020-09-02
12,THORNY DEVIL 2H,24:00:00,38.29,136.11,23.33,200.0,100.0,,2020-09-02
13,THORNY DEVIL 3H,24:00:00,21.32,25.98,3.75,180.0,90.0,Hole in water tank Gunbarreling,2020-09-02
14,WOMBAT 2H,24:00:00,11.69,21.0,12.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-02
0,CROC 1H,24:00:00,8.32,10.86,2.92,200.0,70.0,"12on/12off, 6.5spm, gas locked, sped up unit and got back good P/A",2020-09-01
1,GALAH 3H,24:00:00,19.28,132.67,3.34,200.0,90.0,,2020-09-01
2,GOANNA 1H,24:00:00,30.11,56.84,30.83,100.0,90.0,,2020-09-01
3,GREAT WHITE 1H,24:00:00,126.33,136.0,56.67,125.0,90.0,,2020-09-01
4,GREAT WHITE 2H,24:00:00,49.32,75.0,23.33,125.0,90.0,,2020-09-01
5,JAVELINA 1H,24:00:00,22.34,19.0,8.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm, Chem Treated(9/1)",2020-09-01
6,MANTA 1H,24:00:00,39.05,57.77,40.72,200.0,80.0,,2020-09-01
7,REEF 3H,24:00:00,34.93,39.31,12.5,200.0,70.0,6.5spm,2020-09-01
8,RIDGEBACK 1H,24:00:00,20.05,11.0,5.0,120.0,90.0,"7.1spm, Chem Treated(9/1)",2020-09-01
9,SEA WASP 2H,24:00:00,16.29,51.11,3.74,100.0,80.0,,2020-09-01
10,STINGRAY 2H,24:00:00,14.3,11.0,8.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-09-01
11,THORNY DEVIL 1H,24:00:00,40.76,99.11,25.41,200.0,100.0,,2020-09-01
12,THORNY DEVIL 2H,24:00:00,42.76,134.82,26.25,200.0,100.0,,2020-09-01
13,THORNY DEVIL 3H,24:00:00,14.62,22.2,5.0,180.0,90.0,Hole in water tank Gunbarreling,2020-09-01
14,WOMBAT 2H,24:00:00,16.7,21.0,15.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-09-01
0,CROC 1H,24:00:00,16.63,23.54,17.08,200.0,70.0,"12on/120ff, 6.5spm",2020-08-31
1,GALAH 3H,24:00:00,33.4,131.9,11.66,180.0,90.0,,2020-08-31
2,GOANNA 1H,24:00:00,23.42,48.75,22.5,100.0,90.0,,2020-08-31
3,GREAT WHITE 1H,20:00,55.01,80.0,23.33,125.0,90.0,,2020-08-31
4,GREAT WHITE 2H,24:00:00,48.34,79.0,35.0,125.0,90.0,,2020-08-31
5,JAVELINA 1H,24:00:00,21.67,20.0,12.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-08-31
6,MANTA 1H,24:00:00,39.08,57.52,26.5,200.0,80.0,,2020-08-31
7,REEF 3H,24:00:00,23.84,40.25,12.5,200.0,70.0,6.5spm,2020-08-31
8,RIDGEBACK 1H,24:00:00,16.71,11.0,3.0,120.0,90.0,7.1spm,2020-08-31
9,SEA WASP 2H,24:00:00,18.38,61.2,6.67,100.0,80.0,,2020-08-31
10,STINGRAY 2H,24:00:00,16.7,8.0,7.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-08-31
11,THORNY DEVIL 1H,24:00:00,45.07,99.4,26.67,180.0,80.0,,2020-08-31
12,THORNY DEVIL 2H,24:00:00,43.18,134.9,21.67,200.0,110.0,,2020-08-31
13,THORNY DEVIL 3H,24:00:00,23.41,26.1,1.66,180.0,90.0,Hole in water tank Gunbarreling,2020-08-31
14,WOMBAT 2H,24:00:00,15.03,21.0,15.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-08-31
0,CROC 1H,24:00:00,18.29,11.34,1.67,200.0,70.0,"12on/120ff, 6.5spm",2020-08-30
1,GALAH 3H,24:00:00,38.45,131.8,15.0,200.0,90.0,,2020-08-30
2,GOANNA 1H,24:00:00,24.26,52.71,21.67,108.0,1072.0,,2020-08-30
3,GREAT WHITE 1H,0:00,0.0,21.0,0.0,125.0,90.0,Bad Motor(S-con on site replacing motor),2020-08-30
4,GREAT WHITE 2H,24:00:00,65.0,82.0,55.01,125.0,90.0,,2020-08-30
5,JAVELINA 1H,24:00:00,21.67,19.0,8.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-08-30
6,MANTA 1H,24:00:00,30.04,59.58,36.27,200.0,80.0,,2020-08-30
7,REEF 3H,24:00:00,29.96,17.59,15.0,200.0,70.0,6.5spm,2020-08-30
8,RIDGEBACK 1H,24:00:00,13.39,11.0,8.0,120.0,90.0,7.1spm,2020-08-30
9,SEA WASP 2H,24:00:00,15.04,70.04,3.33,100.0,80.0,,2020-08-30
10,STINGRAY 2H,24:00:00,40.11,40.0,15.0,200.0,100.0,,2020-08-30
11,THORNY DEVIL 1H,24:00:00,48.21,99.2,18.33,180.0,90.0,,2020-08-30
12,THORNY DEVIL 2H,24:00:00,46.5,135.6,26.66,180.0,100.0,,2020-08-30
13,THORNY DEVIL 3H,24:00:00,18.39,24.0,10.0,180.0,90.0,Hole in water tank Gunbarreling,2020-08-30
14,WOMBAT 2H,24:00:00,16.73,21.0,12.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-08-30
0,CROC 1H,24:00:00,9.98,11.34,4.17,200.0,70.0,"12on/12off, 6.5spm",2020-08-29
1,GALAH 3H,24:00:00,36.76,131.6,13.34,855.0,15.0,,2020-08-29
2,GOANNA 1H,24:00:00,22.94,60.36,20.0,77.0,1009.0,,2020-08-29
3,GREAT WHITE 1H,9:00,18.33,63.0,18.34,125.0,90.0,DOA(motor overload/ground fault),2020-08-29
4,GREAT WHITE 2H,24:00:00,60.0,94.0,19.99,125.0,90.0,,2020-08-29
5,JAVELINA 1H,24:00:00,21.68,17.0,8.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-08-29
6,MANTA 1H,24:00:00,43.24,63.79,33.48,200.0,80.0,,2020-08-29
7,REEF 3H,24:00:00,46.58,41.86,4.17,200.0,70.0,6.5spm,2020-08-29
8,RIDGEBACK 1H,24:00:00,16.88,13.0,5.0,120.0,90.0,7.1spm,2020-08-29
9,SEA WASP 2H,24:00:00,6.69,13.97,5.0,120.0,80.0,,2020-08-29
10,STINGRAY 2H,24:00:00,23.39,13.0,3.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-08-29
11,THORNY DEVIL 1H,24:00:00,49.38,99.64,26.67,180.0,90.0,,2020-08-29
12,THORNY DEVIL 2H,24:00:00,41.23,136.93,30.0,180.0,100.0,,2020-08-29
13,THORNY DEVIL 3H,24:00:00,16.72,24.8,5.0,180.0,90.0,Hole in water tank Gunbarreling,2020-08-29
14,WOMBAT 2H,24:00:00,5.09,21.0,15.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-08-29
0,CROC 1H,24:00:00,21.62,23.93,15.83,200.0,70.0,"12on/12off, 6.5spm",2020-08-28
1,GALAH 3H,24:00:00,41.79,130.76,14.58,200.0,90.0,,2020-08-28
2,GOANNA 1H,24:00:00,28.44,46.59,20.0,72.0,1041.0,,2020-08-28
3,GREAT WHITE 1H,24:00:00,53.33,81.0,20.0,125.0,90.0,,2020-08-28
4,GREAT WHITE 2H,24:00:00,11.67,26.0,21.67,125.0,90.0,,2020-08-28
5,JAVELINA 1H,24:00:00,21.67,18.0,8.0,130.0,80.0,"12hrs on/12hrs off, 7.3spm",2020-08-28
6,MANTA 1H,24:00:00,37.65,67.34,30.69,200.0,80.0,,2020-08-28
7,REEF 3H,24:00:00,31.6,46.97,20.83,200.0,70.0,6.5spm,2020-08-28
8,RIDGEBACK 1H,24:00:00,6.69,17.0,27.0,120.0,90.0,7.1spm,2020-08-28
9,SEA WASP 2H,24:00:00,11.73,47.72,5.84,120.0,80.0,,2020-08-28
10,STINGRAY 2H,24:00:00,5.02,4.0,0.0,200.0,100.0,"12hrs on/12hrs off, 6.6spm",2020-08-28
11,THORNY DEVIL 1H,24:00:00,50.71,99.55,32.92,200.0,100.0,,2020-08-28
12,THORNY DEVIL 2H,24:00:00,50.24,135.75,26.26,200.0,100.0,,2020-08-28
13,THORNY DEVIL 3H,24:00:00,18.54,24.95,6.67,200.0,90.0,Hole in water tank Gunbarreling,2020-08-28
14,WOMBAT 2H,24:00:00,16.7,21.0,15.0,225.0,90.0,"10hrs on/14hrs off, 7.5spm",2020-08-28
